"Location","String Value","String Representation","Data Type"
"102cb8575","CameraSettings:SpotMeteringMode","\"CameraSettings:SpotMeteringMode\"","ds"
"102cb8595","CameraSettings:PhotoEffect","\"CameraSettings:PhotoEffect\"","ds"
"102cb85b0","CameraSettings:ManualFlashOutput","\"CameraSettings:ManualFlashOutput\"","ds"
"102cb85d1","CameraSettings:ColorTone","\"CameraSettings:ColorTone\"","ds"
"102cb85ea","CameraSettings:0x002B","\"CameraSettings:0x002B\"","ds"
"102cb8600","CameraSettings:0x002C","\"CameraSettings:0x002C\"","ds"
"102cb8616","CameraSettings:0x002D","\"CameraSettings:0x002D\"","ds"
"102cb862c","CameraSettings:SRAWQuality","\"CameraSettings:SRAWQuality\"","ds"
"102cb8647","CameraSettings:0x002F","\"CameraSettings:0x002F\"","ds"
"102cb865d","CameraSettings:0x0030","\"CameraSettings:0x0030\"","ds"
"102cb8673","FocalLength:FocalType","\"FocalLength:FocalType\"","ds"
"102cb8689","FocalLength:FocalLength","\"FocalLength:FocalLength\"","ds"
"102cb86a1","FocalLength:FocalPlaneXSize","\"FocalLength:FocalPlaneXSize\"","ds"
"102cb86bd","FocalLength:FocalPlaneYSize","\"FocalLength:FocalPlaneYSize\"","ds"
"102cb86d9","ShotInfo:AutoISO","\"ShotInfo:AutoISO\"","ds"
"102cb86ea","ShotInfo:BaseISO","\"ShotInfo:BaseISO\"","ds"
"102cb86fb","ShotInfo:MeasuredEV","\"ShotInfo:MeasuredEV\"","ds"
"102cb870f","ShotInfo:TargetAperture","\"ShotInfo:TargetAperture\"","ds"
"102cb8727","ShotInfo:TargetExposureTime","\"ShotInfo:TargetExposureTime\"","ds"
"102cb8743","ShotInfo:ExposureCompensation","\"ShotInfo:ExposureCompensation\"","ds"
"102cb8761","ShotInfo:WhiteBalance","\"ShotInfo:WhiteBalance\"","ds"
"102cb8777","ShotInfo:SlowShutter","\"ShotInfo:SlowShutter\"","ds"
"102cb878c","ShotInfo:SequenceNumber","\"ShotInfo:SequenceNumber\"","ds"
"102cb87a4","ShotInfo:OpticalZoomCode","\"ShotInfo:OpticalZoomCode\"","ds"
"102cb87bd","ShotInfo:0x000B","\"ShotInfo:0x000B\"","ds"
"102cb87cd","ShotInfo:CameraTemperature","\"ShotInfo:CameraTemperature\"","ds"
"102cb87e8","ShotInfo:FlashGuideNumber","\"ShotInfo:FlashGuideNumber\"","ds"
"102cb8802","ShotInfo:AFPointsInFocus","\"ShotInfo:AFPointsInFocus\"","ds"
"102cb881b","ShotInfo:FlashExposureComp","\"ShotInfo:FlashExposureComp\"","ds"
"102cb8836","ShotInfo:AutoExposureBracketing","\"ShotInfo:AutoExposureBracketing\"","ds"
"102cb8856","ShotInfo:AEBBracketValue","\"ShotInfo:AEBBracketValue\"","ds"
"102cb886f","ShotInfo:ControlMode","\"ShotInfo:ControlMode\"","ds"
"102cb8884","ShotInfo:FocusDistanceUpper","\"ShotInfo:FocusDistanceUpper\"","ds"
"102cb88a0","ShotInfo:FocusDistanceLower","\"ShotInfo:FocusDistanceLower\"","ds"
"102cb88bc","ShotInfo:FNumber","\"ShotInfo:FNumber\"","ds"
"102cb88cd","ShotInfo:ExposureTime","\"ShotInfo:ExposureTime\"","ds"
"102cb88e3","ShotInfo:MeasuredEV2","\"ShotInfo:MeasuredEV2\"","ds"
"102cb88f8","ShotInfo:BulbDuration","\"ShotInfo:BulbDuration\"","ds"
"102cb890e","ShotInfo:0x0019","\"ShotInfo:0x0019\"","ds"
"102cb891e","ShotInfo:CameraType","\"ShotInfo:CameraType\"","ds"
"102cb8932","ShotInfo:AutoRotate","\"ShotInfo:AutoRotate\"","ds"
"102cb8946","ShotInfo:NDFilter","\"ShotInfo:NDFilter\"","ds"
"102cb8958","ShotInfo:SelfTimer2","\"ShotInfo:SelfTimer2\"","ds"
"102cb896c","ShotInfo:0x001E","\"ShotInfo:0x001E\"","ds"
"102cb897c","ShotInfo:0x001F","\"ShotInfo:0x001F\"","ds"
"102cb898c","ShotInfo:0x0020","\"ShotInfo:0x0020\"","ds"
"102cb899c","ShotInfo:FlashOutput","\"ShotInfo:FlashOutput\"","ds"
"102cb89b1","AFInfo:NumAFPoints","\"AFInfo:NumAFPoints\"","ds"
"102cb89c4","AFInfo:ValidAFPoints","\"AFInfo:ValidAFPoints\"","ds"
"102cb89d9","AFInfo:CanonImageWidth","\"AFInfo:CanonImageWidth\"","ds"
"102cb89f0","AFInfo:CanonImageHeight","\"AFInfo:CanonImageHeight\"","ds"
"102cb8a08","AFInfo:AFImageWidth","\"AFInfo:AFImageWidth\"","ds"
"102cb8a1c","AFInfo:AFImageHeight","\"AFInfo:AFImageHeight\"","ds"
"102cb8a31","AFInfo:AFAreaWidth","\"AFInfo:AFAreaWidth\"","ds"
"102cb8a44","AFInfo:AFAreaHeight","\"AFInfo:AFAreaHeight\"","ds"
"102cb8a58","AFInfo:AFAreaXPositions","\"AFInfo:AFAreaXPositions\"","ds"
"102cb8a70","AFInfo:AFAreaYPositions","\"AFInfo:AFAreaYPositions\"","ds"
"102cb8a88","AFInfo:AFPointsInFocus","\"AFInfo:AFPointsInFocus\"","ds"
"102cb8a9f","AFInfo:PrimaryAFPoint?","\"AFInfo:PrimaryAFPoint?\"","ds"
"102cb8ab6","AFInfo:PrimaryAFPoint","\"AFInfo:PrimaryAFPoint\"","ds"
"102cb8acc","AFInfo:0x000D","\"AFInfo:0x000D\"","ds"
"102cb8ada","AFInfo:0x000E","\"AFInfo:0x000E\"","ds"
"102cb8ae8","AFInfo:0x000F","\"AFInfo:0x000F\"","ds"
"102cb8af6","AFInfo:0x0010","\"AFInfo:0x0010\"","ds"
"102cb8b04","AFInfo:0x0011","\"AFInfo:0x0011\"","ds"
"102cb8b12","AFInfo:0x0012","\"AFInfo:0x0012\"","ds"
"102cb8b20","AFInfo:0x0013","\"AFInfo:0x0013\"","ds"
"102cb8b2e","AFInfo:0x0014","\"AFInfo:0x0014\"","ds"
"102cb8b3c","AFInfo:0x0015","\"AFInfo:0x0015\"","ds"
"102cb8b4a","AFInfo:0x0016","\"AFInfo:0x0016\"","ds"
"102cb8b58","AFInfo:0x0017","\"AFInfo:0x0017\"","ds"
"102cb8b66","AFInfo:0x0018","\"AFInfo:0x0018\"","ds"
"102cb8b74","AFInfo:0x0019","\"AFInfo:0x0019\"","ds"
"102cb8b82","AFInfo:0x001A","\"AFInfo:0x001A\"","ds"
"102cb8b90","AFInfo:0x001B","\"AFInfo:0x001B\"","ds"
"102cb8b9e","ProcessingInfo:ToneCurve","\"ProcessingInfo:ToneCurve\"","ds"
"102cb8bb7","ProcessingInfo:Sharpness","\"ProcessingInfo:Sharpness\"","ds"
"102cb8bd0","ProcessingInfo:SharpnessFrequency","\"ProcessingInfo:SharpnessFrequency\"","ds"
"102cb8bf2","ProcessingInfo:SensorRedLevel","\"ProcessingInfo:SensorRedLevel\"","ds"
"102cb8c10","ProcessingInfo:SensorBlueLevel","\"ProcessingInfo:SensorBlueLevel\"","ds"
"102cb8c2f","ProcessingInfo:WhiteBalanceRed","\"ProcessingInfo:WhiteBalanceRed\"","ds"
"102cb8c4e","ProcessingInfo:WhiteBalanceBlue","\"ProcessingInfo:WhiteBalanceBlue\"","ds"
"102cb8c6e","ProcessingInfo:WhiteBalance","\"ProcessingInfo:WhiteBalance\"","ds"
"102cb8c8a","ProcessingInfo:ColorTemperature","\"ProcessingInfo:ColorTemperature\"","ds"
"102cb8caa","ProcessingInfo:PictureStyle","\"ProcessingInfo:PictureStyle\"","ds"
"102cb8cc6","ProcessingInfo:DigitalGain","\"ProcessingInfo:DigitalGain\"","ds"
"102cb8ce1","ProcessingInfo:WBShiftAB","\"ProcessingInfo:WBShiftAB\"","ds"
"102cb8cfa","ProcessingInfo:WBShiftGM","\"ProcessingInfo:WBShiftGM\"","ds"
"102cb8d13","SensorInfo:SensorWidth","\"SensorInfo:SensorWidth\"","ds"
"102cb8d2a","SensorInfo:SensorHeight","\"SensorInfo:SensorHeight\"","ds"
"102cb8d42","SensorInfo:0x0003","\"SensorInfo:0x0003\"","ds"
"102cb8d54","SensorInfo:0x0004","\"SensorInfo:0x0004\"","ds"
"102cb8d66","SensorInfo:SensorLeftBorder","\"SensorInfo:SensorLeftBorder\"","ds"
"102cb8d82","SensorInfo:SensorTopBorder","\"SensorInfo:SensorTopBorder\"","ds"
"102cb8d9d","SensorInfo:SensorRightBorder","\"SensorInfo:SensorRightBorder\"","ds"
"102cb8dba","SensorInfo:SensorBottomBorder","\"SensorInfo:SensorBottomBorder\"","ds"
"102cb8dd8","SensorInfo:BlackMaskLeftBorder","\"SensorInfo:BlackMaskLeftBorder\"","ds"
"102cb8df7","SensorInfo:BlackMaskTopBorder","\"SensorInfo:BlackMaskTopBorder\"","ds"
"102cb8e15","SensorInfo:BlackMaskRightBorder","\"SensorInfo:BlackMaskRightBorder\"","ds"
"102cb8e35","SensorInfo:BlackMaskBottomBorder","\"SensorInfo:BlackMaskBottomBorder\"","ds"
"102cb8e56","SensorInfo:0x000D","\"SensorInfo:0x000D\"","ds"
"102cb8e68","SensorInfo:0x000E","\"SensorInfo:0x000E\"","ds"
"102cb8e7a","SensorInfo:0x000F","\"SensorInfo:0x000F\"","ds"
"102cb8e8c","SensorInfo:0x0010","\"SensorInfo:0x0010\"","ds"
"102cb8e9e","RecordingMode","\"RecordingMode\"","ds"
"102cb8eac","Quality","\"Quality\"","ds"
"102cb8eb4","FocusMode","\"FocusMode\"","ds"
"102cb8ebe","FlashMode","\"FlashMode\"","ds"
"102cb8ec8","FlashIntensity","\"FlashIntensity\"","ds"
"102cb8ed7","ObjectDistance","\"ObjectDistance\"","ds"
"102cb8ee6","DigitalZoom","\"DigitalZoom\"","ds"
"102cb8ef2","ISO","\"ISO\"","ds"
"102cb8ef6","FirmwareDate","\"FirmwareDate\"","ds"
"102cb8f03","Enhancement","\"Enhancement\"","ds"
"102cb8f0f","ColorFilter","\"ColorFilter\"","ds"
"102cb8f1b","AFPoint","\"AFPoint\"","ds"
"102cb8f23","PrintIM","\"PrintIM\"","ds"
"102cb8f2b","PreviewImageSize","\"PreviewImageSize\"","ds"
"102cb8f3c","PreviewImageLength","\"PreviewImageLength\"","ds"
"102cb8f4f","PreviewImageStart","\"PreviewImageStart\"","ds"
"102cb8f61","QualityMode","\"QualityMode\"","ds"
"102cb8f6d","CasioImageSize","\"CasioImageSize\"","ds"
"102cb8f7c","PreviewImage","\"PreviewImage\"","ds"
"102cb8f89","WhiteBalanceBias","\"WhiteBalanceBias\"","ds"
"102cb8f9a","AFPointPosition","\"AFPointPosition\"","ds"
"102cb8faa","FlashDistance","\"FlashDistance\"","ds"
"102cb8fb8","SpecialEffectMode","\"SpecialEffectMode\"","ds"
"102cb8fca","RecordMode","\"RecordMode\"","ds"
"102cb8fd5","ReleaseMode","\"ReleaseMode\"","ds"
"102cb8fe1","HometownCity","\"HometownCity\"","ds"
"102cb8fee","BestShotMode","\"BestShotMode\"","ds"
"102cb8ffb","AutoISO","\"AutoISO\"","ds"
"102cb9003","AFMode","\"AFMode\"","ds"
"102cb900a","ColorMode","\"ColorMode\"","ds"
"102cb9014","ArtMode","\"ArtMode\"","ds"
"102cb901c","SequenceNumber","\"SequenceNumber\"","ds"
"102cb902b","BracketSequence","\"BracketSequence\"","ds"
"102cb903b","ImageStabilization","\"ImageStabilization\"","ds"
"102cb904e","LightingMode","\"LightingMode\"","ds"
"102cb905b","PortraitRefiner","\"PortraitRefiner\"","ds"
"102cb906b","SpecialEffectLevel","\"SpecialEffectLevel\"","ds"
"102cb907e","SpecialEffectSetting","\"SpecialEffectSetting\"","ds"
"102cb9093","DriveMode","\"DriveMode\"","ds"
"102cb909d","CaptureFrameRate","\"CaptureFrameRate\"","ds"
"102cb90ae","VideoQuality","\"VideoQuality\"","ds"
"102cb90bb","Version","\"Version\"","ds"
"102cb90c3","InternalSerialNumber","\"InternalSerialNumber\"","ds"
"102cb90d8","WhiteBalanceFineTune","\"WhiteBalanceFineTune\"","ds"
"102cb90ed","NoiseReduction","\"NoiseReduction\"","ds"
"102cb90fc","FujiFlashMode","\"FujiFlashMode\"","ds"
"102cb910a","FlashExposureComp","\"FlashExposureComp\"","ds"
"102cb911c","Macro","\"Macro\"","ds"
"102cb9122","FocusPixel","\"FocusPixel\"","ds"
"102cb912d","SlowSync","\"SlowSync\"","ds"
"102cb9136","PictureMode","\"PictureMode\"","ds"
"102cb9142","EXRAuto","\"EXRAuto\"","ds"
"102cb914a","EXRMode","\"EXRMode\"","ds"
"102cb9152","AutoBracketting","\"AutoBracketting\"","ds"
"102cb9162","BlurWarning","\"BlurWarning\"","ds"
"102cb916e","FocusWarning","\"FocusWarning\"","ds"
"102cb917b","ExposureWarning","\"ExposureWarning\"","ds"
"102cb918b","DynamicRange","\"DynamicRange\"","ds"
"102cb9198","FilmMode","\"FilmMode\"","ds"
"102cb91a1","DynamicRangeSetting","\"DynamicRangeSetting\"","ds"
"102cb91b5","DevelopmentDynamicRange","\"DevelopmentDynamicRange\"","ds"
"102cb91cd","MinFocalLength","\"MinFocalLength\"","ds"
"102cb91dc","MaxFocalLength","\"MaxFocalLength\"","ds"
"102cb91eb","MaxApertureAtMinFocal","\"MaxApertureAtMinFocal\"","ds"
"102cb9201","MaxApertureAtMaxFocal","\"MaxApertureAtMaxFocal\"","ds"
"102cb9217","FacesDetected","\"FacesDetected\"","ds"
"102cb9225","FacePositions","\"FacePositions\"","ds"
"102cb9233","FileSource","\"FileSource\"","ds"
"102cb923e","OrderNumber","\"OrderNumber\"","ds"
"102cb924a","FrameNumber","\"FrameNumber\"","ds"
"102cb9256","Parallax","\"Parallax\"","ds"
"102cb925f","ThumbnailImage","\"ThumbnailImage\"","ds"
"102cb926e","Print Image Matching Info","\"Print Image Matching Info\"","ds"
"102cb9288","MakerNoteVersion","\"MakerNoteVersion\"","ds"
"102cb9299","MinoltaCameraSettingsOld","\"MinoltaCameraSettingsOld\"","ds"
"102cb92b2","MinoltaCameraSettings","\"MinoltaCameraSettings\"","ds"
"102cb92c8","MinoltaCameraSettings7D","\"MinoltaCameraSettings7D\"","ds"
"102cb92e0","CompressedImageSize","\"CompressedImageSize\"","ds"
"102cb92f4","SceneMode","\"SceneMode\"","ds"
"102cb92fe","MinoltaQuality","\"MinoltaQuality\"","ds"
"102cb930d","MinoltaImageSize","\"MinoltaImageSize\"","ds"
"102cb931e","Teleconverter","\"Teleconverter\"","ds"
"102cb932c","RawAndJpgRecording","\"RawAndJpgRecording\"","ds"
"102cb933f","ZoneMatching","\"ZoneMatching\"","ds"
"102cb934c","LensType","\"LensType\"","ds"
"102cb9355","ColorCompensationFilter","\"ColorCompensationFilter\"","ds"
"102cb936d","MinoltaCameraSettings5D","\"MinoltaCameraSettings5D\"","ds"
"102cb9385","MinoltaCameraSettings2","\"MinoltaCameraSettings2\"","ds"
"102cb939c","FamilyID","\"FamilyID\"","ds"
"102cb93a5","ImageAdjustment","\"ImageAdjustment\"","ds"
"102cb93b5","CCDSensitivity","\"CCDSensitivity\"","ds"
"102cb93c4","Focus","\"Focus\"","ds"
"102cb93ca","FisheyeConverter","\"FisheyeConverter\"","ds"
"102cb93db","FlashSetting","\"FlashSetting\"","ds"
"102cb93e8","FlashType","\"FlashType\"","ds"
"102cb93f2","ISOSelection","\"ISOSelection\"","ds"
"102cb93ff","DataDump","\"DataDump\"","ds"
"102cb9408","AuxiliaryLens","\"AuxiliaryLens\"","ds"
"102cb9416","ManualFocusDistance","\"ManualFocusDistance\"","ds"
"102cb942a","AFInfo","\"AFInfo\"","ds"
"102cb9431","ShootingMode","\"ShootingMode\"","ds"
"102cb943e","HueAdjustment","\"HueAdjustment\"","ds"
"102cb944c","WB_RBLevels","\"WB_RBLevels\"","ds"
"102cb9458","ProgramShift","\"ProgramShift\"","ds"
"102cb9465","ExposureDifference","\"ExposureDifference\"","ds"
"102cb9478","PreviewIFD","\"PreviewIFD\"","ds"
"102cb9483","ISOSetting","\"ISOSetting\"","ds"
"102cb948e","ColorBalanceA","\"ColorBalanceA\"","ds"
"102cb949c","ImageBoundary","\"ImageBoundary\"","ds"
"102cb94aa","FlashExposureBracketValue","\"FlashExposureBracketValue\"","ds"
"102cb94c4","ExposureBracketValue","\"ExposureBracketValue\"","ds"
"102cb94d9","ImageProcessing","\"ImageProcessing\"","ds"
"102cb94e9","CropHiSpeed","\"CropHiSpeed\"","ds"
"102cb94f5","ExposureTuning","\"ExposureTuning\"","ds"
"102cb9504","VRInfo","\"VRInfo\"","ds"
"102cb950b","ImageAuthentication","\"ImageAuthentication\"","ds"
"102cb951f","ActiveD-Lighting","\"ActiveD-Lighting\"","ds"
"102cb9530","PictureControl","\"PictureControl\"","ds"
"102cb953f","WorldTime","\"WorldTime\"","ds"
"102cb9549","ISOInfo","\"ISOInfo\"","ds"
"102cb9551","VignetteControl","\"VignetteControl\"","ds"
"102cb9561","DistortInfo","\"DistortInfo\"","ds"
"102cb956d","ToneComp","\"ToneComp\"","ds"
"102cb9576","Lens","\"Lens\"","ds"
"102cb957b","LensFStops","\"LensFStops\"","ds"
"102cb9586","ContrastCurve","\"ContrastCurve\"","ds"
"102cb9594","ColorHue","\"ColorHue\"","ds"
"102cb959d","ShotInfo","\"ShotInfo\"","ds"
"102cb95a6","NEFCompression","\"NEFCompression\"","ds"
"102cb95b5","LinearizationTable","\"LinearizationTable\"","ds"
"102cb95c8","LensData","\"LensData\"","ds"
"102cb95d1","RawImageCenter","\"RawImageCenter\"","ds"
"102cb95e0","SensorPixelSize","\"SensorPixelSize\"","ds"
"102cb95f0","SceneAssist","\"SceneAssist\"","ds"
"102cb95fc","RetouchHistory","\"RetouchHistory\"","ds"
"102cb960b","ImageDataSize","\"ImageDataSize\"","ds"
"102cb9619","ImageCount","\"ImageCount\"","ds"
"102cb9624","DeletedImageCount","\"DeletedImageCount\"","ds"
"102cb9636","ShutterCount","\"ShutterCount\"","ds"
"102cb9643","FlashInfo","\"FlashInfo\"","ds"
"102cb964d","ImageOptimization","\"ImageOptimization\"","ds"
"102cb965f","VariProgram","\"VariProgram\"","ds"
"102cb966b","AFResponse","\"AFResponse\"","ds"
"102cb9676","MultiExposure","\"MultiExposure\"","ds"
"102cb9684","HighISONoiseReduction","\"HighISONoiseReduction\"","ds"
"102cb969a","ToningEffect","\"ToningEffect\"","ds"
"102cb96a7","PowerUpTime","\"PowerUpTime\"","ds"
"102cb96b3","AFInfo2","\"AFInfo2\"","ds"
"102cb96bb","FileInfo","\"FileInfo\"","ds"
"102cb96c4","AFTune","\"AFTune\"","ds"
"102cb96cb","NikonCaptureData","\"NikonCaptureData\"","ds"
"102cb96dc","NikonCaptureVersion","\"NikonCaptureVersion\"","ds"
"102cb96f0","NikonCaptureOffsets","\"NikonCaptureOffsets\"","ds"
"102cb9704","NikonScanIFD","\"NikonScanIFD\"","ds"
"102cb9711","NikonICCProfile","\"NikonICCProfile\"","ds"
"102cb9721","NikonCaptureOutput","\"NikonCaptureOutput\"","ds"
"102cb9734","NEFBitDepth","\"NEFBitDepth\"","ds"
"102cb9740","PreviewImageData","\"PreviewImageData\"","ds"
"102cb9751","BodyFirmwareVersion","\"BodyFirmwareVersion\"","ds"
"102cb9765","SpecialMode","\"SpecialMode\"","ds"
"102cb9771","BWMode","\"BWMode\"","ds"
"102cb9778","FocalPlaneDiagonal","\"FocalPlaneDiagonal\"","ds"
"102cb978b","LensDistortionParams","\"LensDistortionParams\"","ds"
"102cb97a0","CameraType","\"CameraType\"","ds"
"102cb97ab","TextInfo","\"TextInfo\"","ds"
"102cb97b4","Olympus TextInfo Tags","\"Olympus TextInfo Tags\"","ds"
"102cb97ca","CameraID","\"CameraID\"","ds"
"102cb97d3","EpsonImageWidth","\"EpsonImageWidth\"","ds"
"102cb97e3","EpsonImageHeight","\"EpsonImageHeight\"","ds"
"102cb97f4","EpsonSoftware","\"EpsonSoftware\"","ds"
"102cb9802","PreCaptureFrames","\"PreCaptureFrames\"","ds"
"102cb9813","WhiteBoard","\"WhiteBoard\"","ds"
"102cb981e","OneTouchWB","\"OneTouchWB\"","ds"
"102cb9829","WhiteBalanceBracket","\"WhiteBalanceBracket\"","ds"
"102cb983d","Firmware","\"Firmware\"","ds"
"102cb9846","PrintIM Tags","\"PrintIM Tags\"","ds"
"102cb9853","DataDump2","\"DataDump2\"","ds"
"102cb985d","ISOValue","\"ISOValue\"","ds"
"102cb9866","FlashDevice","\"FlashDevice\"","ds"
"102cb9872","ExposureCompensation","\"ExposureCompensation\"","ds"
"102cb9887","SensorTemperature","\"SensorTemperature\"","ds"
"102cb9899","LensTemperature","\"LensTemperature\"","ds"
"102cb98a9","LightCondition","\"LightCondition\"","ds"
"102cb98b8","FocusRange","\"FocusRange\"","ds"
"102cb98c3","ZoomStepCount","\"ZoomStepCount\"","ds"
"102cb98d1","FocusStepCount","\"FocusStepCount\"","ds"
"102cb98e0","FlashChargeLevel","\"FlashChargeLevel\"","ds"
"102cb98f1","ColorMatrix","\"ColorMatrix\"","ds"
"102cb98fd","BlackLevel","\"BlackLevel\"","ds"
"102cb9908","WBMode","\"WBMode\"","ds"
"102cb990f","RedBalance","\"RedBalance\"","ds"
"102cb991a","BlueBalance","\"BlueBalance\"","ds"
"102cb9926","ColorMatrixNumber","\"ColorMatrixNumber\"","ds"
"102cb9938","InternalFlashTable","\"InternalFlashTable\"","ds"
"102cb994b","ExternalFlashGValue","\"ExternalFlashGValue\"","ds"
"102cb995f","ExternalFlashBounce","\"ExternalFlashBounce\"","ds"
"102cb9973","ExternalFlashZoom","\"ExternalFlashZoom\"","ds"
"102cb9985","ExternalFlashMode","\"ExternalFlashMode\"","ds"
"102cb9997","SharpnessFactor","\"SharpnessFactor\"","ds"
"102cb99a7","ColorControl","\"ColorControl\"","ds"
"102cb99b4","ValidBits","\"ValidBits\"","ds"
"102cb99be","CoringFilter","\"CoringFilter\"","ds"
"102cb99cb","OlympusImageWidth","\"OlympusImageWidth\"","ds"
"102cb99dd","OlympusImageHeight","\"OlympusImageHeight\"","ds"
"102cb99f0","SceneDetect","\"SceneDetect\"","ds"
"102cb99fc","SceneArea?","\"SceneArea?\"","ds"
"102cb9a07","SceneDetectData?","\"SceneDetectData?\"","ds"
"102cb9a18","CompressionRatio","\"CompressionRatio\"","ds"
"102cb9a29","PreviewImageValid","\"PreviewImageValid\"","ds"
"102cb9a3b","AFResult","\"AFResult\"","ds"
"102cb9a44","CCDScanMode","\"CCDScanMode\"","ds"
"102cb9a50","InfinityLensStep","\"InfinityLensStep\"","ds"
"102cb9a61","NearLensStep","\"NearLensStep\"","ds"
"102cb9a6e","LightValueCenter","\"LightValueCenter\"","ds"
"102cb9a7f","LightValuePeriphery","\"LightValuePeriphery\"","ds"
"102cb9a93","Equipment","\"Equipment\"","ds"
"102cb9a9d","Olympus Equipment Tags","\"Olympus Equipment Tags\"","ds"
"102cb9ab4","CameraSettings","\"CameraSettings\"","ds"
"102cb9ac3","Olympus CameraSettings Tags","\"Olympus CameraSettings Tags\"","ds"
"102cb9adf","RawDevelopment","\"RawDevelopment\"","ds"
"102cb9aee","Olympus RawDevelopment Tags","\"Olympus RawDevelopment Tags\"","ds"
"102cb9b0a","Olympus ImageProcessing Tags","\"Olympus ImageProcessing Tags\"","ds"
"102cb9b27","FocusInfo","\"FocusInfo\"","ds"
"102cb9b31","Olympus FocusInfo Tags","\"Olympus FocusInfo Tags\"","ds"
"102cb9b48","Olympus2100","\"Olympus2100\"","ds"
"102cb9b54","Olympus FE Tags","\"Olympus FE Tags\"","ds"
"102cb9b64","Olympus2200","\"Olympus2200\"","ds"
"102cb9b70","Olympus2300","\"Olympus2300\"","ds"
"102cb9b7c","Olympus2400","\"Olympus2400\"","ds"
"102cb9b88","Olympus2500","\"Olympus2500\"","ds"
"102cb9b94","Olympus2600","\"Olympus2600\"","ds"
"102cb9ba0","Olympus2700","\"Olympus2700\"","ds"
"102cb9bac","Olympus2800","\"Olympus2800\"","ds"
"102cb9bb8","Olympus2900","\"Olympus2900\"","ds"
"102cb9bc4","RawInfo","\"RawInfo\"","ds"
"102cb9bcc","Olympus RawInfo Tags","\"Olympus RawInfo Tags\"","ds"
"102cb9be1","MainInfo","\"MainInfo\"","ds"
"102cb9bea","Olympus MainInfo Tags","\"Olympus MainInfo Tags\"","ds"
"102cb9c00","ImageQuality","\"ImageQuality\"","ds"
"102cb9c0d","FirmwareVersion","\"FirmwareVersion\"","ds"
"102cb9c1d","AFAreaMode","\"AFAreaMode\"","ds"
"102cb9c28","MacroMode","\"MacroMode\"","ds"
"102cb9c32","Audio","\"Audio\"","ds"
"102cb9c38","EasyMode","\"EasyMode\"","ds"
"102cb9c41","FlashBias","\"FlashBias\"","ds"
"102cb9c4b","PanasonicExifVersion","\"PanasonicExifVersion\"","ds"
"102cb9c60","ColorEffect","\"ColorEffect\"","ds"
"102cb9c6c","TimeSincePowerOn","\"TimeSincePowerOn\"","ds"
"102cb9c7d","BurstMode","\"BurstMode\"","ds"
"102cb9c87","ContrastMode","\"ContrastMode\"","ds"
"102cb9c94","SelfTimer","\"SelfTimer\"","ds"
"102cb9c9e","Rotation","\"Rotation\"","ds"
"102cb9ca7","AFAssistLamp","\"AFAssistLamp\"","ds"
"102cb9cb4","BabyAge_0x0033","\"BabyAge_0x0033\"","ds"
"102cb9cc3","OpticalZoomMode","\"OpticalZoomMode\"","ds"
"102cb9cd3","ConversionLens","\"ConversionLens\"","ds"
"102cb9ce2","TravelDay","\"TravelDay\"","ds"
"102cb9cec","WorldTimeLocation","\"WorldTimeLocation\"","ds"
"102cb9cfe","TextStamp_0x003B","\"TextStamp_0x003B\"","ds"
"102cb9d0f","ProgramISO","\"ProgramISO\"","ds"
"102cb9d1a","AdvancedSceneMode","\"AdvancedSceneMode\"","ds"
"102cb9d2c","TextStamp_0x003E","\"TextStamp_0x003E\"","ds"
"102cb9d3d","WBAdjustAB","\"WBAdjustAB\"","ds"
"102cb9d48","WBAdjustGM","\"WBAdjustGM\"","ds"
"102cb9d53","PanasonicImageWidth","\"PanasonicImageWidth\"","ds"
"102cb9d67","PanasonicImageHeight","\"PanasonicImageHeight\"","ds"
"102cb9d7c","FaceDetInfo","\"FaceDetInfo\"","ds"
"102cb9d88","Panasonic FaceDetInfo Tags","\"Panasonic FaceDetInfo Tags\"","ds"
"102cb9da3","AccessoryType","\"AccessoryType\"","ds"
"102cb9db1","Transform","\"Transform\"","ds"
"102cb9dbb","IntelligentExposure","\"IntelligentExposure\"","ds"
"102cb9dcf","FaceRecInfo","\"FaceRecInfo\"","ds"
"102cb9ddb","Panasonic FaceRecInfo Tags","\"Panasonic FaceRecInfo Tags\"","ds"
"102cb9df6","FlashWarning","\"FlashWarning\"","ds"
"102cb9e03","RecognizedFaceFlags?","\"RecognizedFaceFlags?\"","ds"
"102cb9e18","Title","\"Title\"","ds"
"102cb9e1e","BabyName","\"BabyName\"","ds"
"102cb9e27","Location","\"Location\"","ds"
"102cb9e30","Country","\"Country\"","ds"
"102cb9e38","Landmark","\"Landmark\"","ds"
"102cb9e41","IntelligentResolution","\"IntelligentResolution\"","ds"
"102cb9e57","IntelligentD-Range","\"IntelligentD-Range\"","ds"
"102cb9e6a","WBRedLevel","\"WBRedLevel\"","ds"
"102cb9e75","WBGreenLevel","\"WBGreenLevel\"","ds"
"102cb9e82","WBBlueLevel","\"WBBlueLevel\"","ds"
"102cb9e8e","FlashFired","\"FlashFired\"","ds"
"102cb9e99","TextStamp_0x8008","\"TextStamp_0x8008\"","ds"
"102cb9eaa","TextStamp_0x8009","\"TextStamp_0x8009\"","ds"
"102cb9ebb","BabyAge_0x8010","\"BabyAge_0x8010\"","ds"
"102cb9eca","Capture Mode","\"Capture Mode\"","ds"
