"Location","String Value","String Representation","Data Type"
"102c9dca1","I'VE BEEN THINKING","\"I'VE BEEN THINKING\"","ds"
"102c9dcb4","OH YEAH?","\"OH YEAH?\"","ds"
"102c9dcbd","THINKING ABOUT WHAT?","\"THINKING ABOUT WHAT?\"","ds"
"102c9dcd2","WHEN I GET BACK HOME\, I THINK","\"WHEN I GET BACK HOME\, I THINK\"","ds"
"102c9dcf0","I WANT TO OPEN UP A BAR.","\"I WANT TO OPEN UP A BAR.\"","ds"
"102c9dd09","WELL\, YOU DO LIKE DRINKING.","\"WELL\, YOU DO LIKE DRINKING.\"","ds"
"102c9dd25","HEY\, I'M BEING SERIOUS.","\"HEY\, I'M BEING SERIOUS.\"","ds"
"102c9dd3d","YOU THINK IT'S A BAD IDEA?","\"YOU THINK IT'S A BAD IDEA?\"","ds"
"102c9dd58","I USED TO WORK AS A BARTENDER.","\"I USED TO WORK AS A BARTENDER.\"","ds"
"102c9dd77","WELL\, WHAT ARE YOU GONNA DO WHEN","\"WELL\, WHAT ARE YOU GONNA DO WHEN\"","ds"
"102c9dd98","WE GET BACK HOME?","\"WE GET BACK HOME?\"","ds"
"102c9ddaa","I'M A TEACHER\, REMEMBER?","\"I'M A TEACHER\, REMEMBER?\"","ds"
"102c9ddc3","I HAVE A JOB WHEN I GET BACK.","\"I HAVE A JOB WHEN I GET BACK.\"","ds"
"102c9dde1","I'M SURE YOU'D MAKE A GREAT","\"I'M SURE YOU'D MAKE A GREAT\"","ds"
"102c9ddfd","BAR OWNER THOUGH\, BARNES.","\"BAR OWNER THOUGH\, BARNES.\"","ds"
"102c9de17","WHO WOULDN'T WANT TO HAVE A","\"WHO WOULDN'T WANT TO HAVE A\"","ds"
"102c9de33","SOCIOPATHIC DRUNK AS THEIR BOSS?","\"SOCIOPATHIC DRUNK AS THEIR BOSS?\"","ds"
"102c9de54","YEAH\, YEAH...","\"YEAH\, YEAH...\"","ds"
"102c9de62","FUCK YOU TOO\, DUDE.","\"FUCK YOU TOO\, DUDE.\"","ds"
"102c9de76","HOW ABOUT YOU LIEUTENANT?","\"HOW ABOUT YOU LIEUTENANT?\"","ds"
"102c9de90","GOT ANY PLANS?","\"GOT ANY PLANS?\"","ds"
"102c9de9f","HMM\, I'M NOT SURE.","\"HMM\, I'M NOT SURE.\"","ds"
"102c9deb2","A BAR SOUNDS NICE.","\"A BAR SOUNDS NICE.\"","ds"
"102c9dec5","ANYTHING WHERE I WON'T HAVE TO","\"ANYTHING WHERE I WON'T HAVE TO\"","ds"
"102c9dee4","CARRY A GUN AND SHOOT PEOPLE.","\"CARRY A GUN AND SHOOT PEOPLE.\"","ds"
"102c9df02","MAYBE I'LL FIND A LITTLE CONVENIENCE","\"MAYBE I'LL FIND A LITTLE CONVENIENCE\"","ds"
"102c9df27","STORE\, OR SOMETHING.","\"STORE\, OR SOMETHING.\"","ds"
"102c9df3c","PUT A LITTLE TV NEXT TO THE REGISTER\,","\"PUT A LITTLE TV NEXT TO THE REGISTER\,\"","ds"
"102c9df62","JUST SIT THERE ALL DAY\, RELAXING.","\"JUST SIT THERE ALL DAY\, RELAXING.\"","ds"
"102c9df84","SOUNDS LIKE YOU'VE GOT IT ALL","\"SOUNDS LIKE YOU'VE GOT IT ALL\"","ds"
"102c9dfa2","PLANNED OUT.","\"PLANNED OUT.\"","ds"
"102c9dfaf","I TRY NOT TO THINK ABOUT IT TOO MUCH.","\"I TRY NOT TO THINK ABOUT IT TOO MUCH.\"","ds"
"102c9dfd5","THINGS NEVER TURN OUT THE WAY YOU","\"THINGS NEVER TURN OUT THE WAY YOU\"","ds"
"102c9dff7","EXPECT THEM TO.","\"EXPECT THEM TO.\"","ds"
"102c9e007","ANYWAY\, I'M GONNA GO SEE WHAT'S KEEPING","\"ANYWAY\, I'M GONNA GO SEE WHAT'S KEEPING\"","ds"
"102c9e02f","THE COLONEL.","\"THE COLONEL.\"","ds"
"102c9e03c","WE WERE SUPPOSED TO MOVE OUT AT DAWN.","\"WE WERE SUPPOSED TO MOVE OUT AT DAWN.\"","ds"
"102c9e062","THE SUN'S BEEN UP FOR AN HOUR NOW.","\"THE SUN'S BEEN UP FOR AN HOUR NOW.\"","ds"
"102c9e085","LIEUTENANT! I JUST RECEIVED SOME GOOD","\"LIEUTENANT! I JUST RECEIVED SOME GOOD\"","ds"
"102c9e0ab","NEWS. LOOKS LIKE I MIGHT BE PROMOTED.","\"NEWS. LOOKS LIKE I MIGHT BE PROMOTED.\"","ds"
"102c9e0d1","THEY'RE CONSIDERING ME FOR LIEUTENANT","\"THEY'RE CONSIDERING ME FOR LIEUTENANT\"","ds"
"102c9e0f7","GENERAL...","\"GENERAL...\"","ds"
"102c9e102","YOU DON'T LOOK TOO HAPPY ABOUT IT\, SIR.","\"YOU DON'T LOOK TOO HAPPY ABOUT IT\, SIR.\"","ds"
"102c9e12a","IS SOMETHING TROUBLING YOU?","\"IS SOMETHING TROUBLING YOU?\"","ds"
"102c9e146","NAH\, CAN'T YOU SEE I'M CELEBRATING?","\"NAH\, CAN'T YOU SEE I'M CELEBRATING?\"","ds"
"102c9e16a","WHY WOULDN'T I WANT TO BE LIEUTENANT","\"WHY WOULDN'T I WANT TO BE LIEUTENANT\"","ds"
"102c9e18f","GENERAL?","\"GENERAL?\"","ds"
"102c9e198","WELL\, BESIDES THE FACT THAT WE'RE GONNA","\"WELL\, BESIDES THE FACT THAT WE'RE GONNA\"","ds"
"102c9e1c0","LOSE THIS WAR...","\"LOSE THIS WAR...\"","ds"
"102c9e1d1","*SIGH*","\"*SIGH*\"","ds"
"102c9e1d8","ON A MORE POSITIVE NOTE\, YOU AND THE","\"ON A MORE POSITIVE NOTE\, YOU AND THE\"","ds"
"102c9e1fd","BOYS ARE BEING SENT BACK HOME SOON.","\"BOYS ARE BEING SENT BACK HOME SOON.\"","ds"
"102c9e221","UNFORTUNATELY WE'VE GOT ONE MORE","\"UNFORTUNATELY WE'VE GOT ONE MORE\"","ds"
"102c9e242","MISSION BEFORE THAT.","\"MISSION BEFORE THAT.\"","ds"
"102c9e257","THE ONE YOU BRIEFED US ABOUT LAST","\"THE ONE YOU BRIEFED US ABOUT LAST\"","ds"
"102c9e279","NIGHT\, SIR?","\"NIGHT\, SIR?\"","ds"
"102c9e285","THAT'S THE ONE! CHARGING AN ENEMY","\"THAT'S THE ONE! CHARGING AN ENEMY\"","ds"
"102c9e2a7","CAMP WITH JUST FOUR SOLDIERS.","\"CAMP WITH JUST FOUR SOLDIERS.\"","ds"
"102c9e2c5","GOOD THING YOU'RE AN ELITE UNIT\, HUH?","\"GOOD THING YOU'RE AN ELITE UNIT\, HUH?\"","ds"
"102c9e2eb","WHAT A PIECE OF SHIT MISSION.","\"WHAT A PIECE OF SHIT MISSION.\"","ds"
"102c9e309","NOTHING GOOD ABOUT IT\, SON!","\"NOTHING GOOD ABOUT IT\, SON!\"","ds"
"102c9e325","YOU BOYS STAY FROSTY THIS TIME.","\"YOU BOYS STAY FROSTY THIS TIME.\"","ds"
"102c9e345","DON'T GET YOURSELVES KILLED FOR","\"DON'T GET YOURSELVES KILLED FOR\"","ds"
"102c9e365","NOTHING\, YOU HEAR?","\"NOTHING\, YOU HEAR?\"","ds"
"102c9e378","WELL\, ALRIGHT THEN.","\"WELL\, ALRIGHT THEN.\"","ds"
"102c9e38c","GODSPEED!","\"GODSPEED!\"","ds"
"102c9e396","HEY GUYS\, I JUST GOT THE NEW MASKS","\"HEY GUYS\, I JUST GOT THE NEW MASKS\"","ds"
"102c9e3b9","WE ORDERED.","\"WE ORDERED.\"","ds"
"102c9e3c5","PRETTY COOL\, EH?","\"PRETTY COOL\, EH?\"","ds"
"102c9e3d6","I'LL GET IT!","\"I'LL GET IT!\"","ds"
"102c9e3e3","HEY\, NONE OF THESE PHONES ARE","\"HEY\, NONE OF THESE PHONES ARE\"","ds"
"102c9e401","RINGING...","\"RINGING...\"","ds"
"102c9e40c","WHEN DID YOU GET A CELL PHONE?","\"WHEN DID YOU GET A CELL PHONE?\"","ds"
"102c9e42b","I TOOK IT FROM THAT GUY WE","\"I TOOK IT FROM THAT GUY WE\"","ds"
"102c9e446","CLOCKED AT THE BAR...","\"CLOCKED AT THE BAR...\"","ds"
"102c9e45c","JUST CHARGED IT UP THIS MORNING","\"JUST CHARGED IT UP THIS MORNING\"","ds"
"102c9e47c","AT DEAN'S PLACE.","\"AT DEAN'S PLACE.\"","ds"
"102c9e48d","WHAT SHOULD I DO?","\"WHAT SHOULD I DO?\"","ds"
"102c9e49f","DO I ANSWER?","\"DO I ANSWER?\"","ds"
"102c9e4ac","I DON'T SEE ANY REASON NOT TO.","\"I DON'T SEE ANY REASON NOT TO.\"","ds"
"102c9e4cb","ALRIGHT\, HERE GOES NOTHING.","\"ALRIGHT\, HERE GOES NOTHING.\"","ds"
"102c9e4e7","HI\, IT'S ME! I KNOW YOU WANTED OUT\,","\"HI\, IT'S ME! I KNOW YOU WANTED OUT\,\"","ds"
"102c9e50b","AND I RESPECT THAT\, BUT...","\"AND I RESPECT THAT\, BUT...\"","ds"
"102c9e526","I JUST FIGURED I'D GIVE YOU A CALL","\"I JUST FIGURED I'D GIVE YOU A CALL\"","ds"
"102c9e549","AND SEE IF YOU'VE CHANGED YOUR MIND.","\"AND SEE IF YOU'VE CHANGED YOUR MIND.\"","ds"
"102c9e56e","YOU WOULDN'T BELIEVE WHAT'S BEEN","\"YOU WOULDN'T BELIEVE WHAT'S BEEN\"","ds"
"102c9e58f","GOING ON THE LAST FEW WEEKS.","\"GOING ON THE LAST FEW WEEKS.\"","ds"
"102c9e5ac","WE'RE CALLING THE SHOTS NOW. TOP","\"WE'RE CALLING THE SHOTS NOW. TOP\"","ds"
"102c9e5cd","OF THE GAME\, NO ONE CAN TOUCH US.","\"OF THE GAME\, NO ONE CAN TOUCH US.\"","ds"
"102c9e5ef","THE NEW PRODUCT IS IN FULL SCALE","\"THE NEW PRODUCT IS IN FULL SCALE\"","ds"
"102c9e610","PRODUCTION! GOT A NEW PLACE!","\"PRODUCTION! GOT A NEW PLACE!\"","ds"
"102c9e62d","THREE FLOORS UP ON NW 20TH ST!","\"THREE FLOORS UP ON NW 20TH ST!\"","ds"
"102c9e64c","WHO WOULD HAVE THOUGHT\, EH?","\"WHO WOULD HAVE THOUGHT\, EH?\"","ds"
"102c9e668","HEY\, GUYS! I THINK I JUST FOUND US","\"HEY\, GUYS! I THINK I JUST FOUND US\"","ds"
"102c9e68b","SOMETHING TO DO TONIGHT!","\"SOMETHING TO DO TONIGHT!\"","ds"
"102c9e6a4","LET'S GO RIGHT NOW. I'LL TELL YOU","\"LET'S GO RIGHT NOW. I'LL TELL YOU\"","ds"
"102c9e6c6","ALL ABOUT IT IN THE VAN!","\"ALL ABOUT IT IN THE VAN!\"","ds"
"102c9e6df","WELL\, HOW DO THEY FEEL?","\"WELL\, HOW DO THEY FEEL?\"","ds"
"102c9e6f7","YOU LIKE 'EM?","\"YOU LIKE 'EM?\"","ds"
"102c9e705","Guys?","\"Guys?\"","ds"
"102c9e70b","WHAT?","\"WHAT?\"","ds"
"102c9e711","I'M NOT SURE I FOLLOW.","\"I'M NOT SURE I FOLLOW.\"","ds"
"102c9e728","WHAT ARE YOU GUYS TALKING ABOUT.","\"WHAT ARE YOU GUYS TALKING ABOUT.\"","ds"
"102c9e749","ALRIGHT\, LOOKS LIKE THIS IS GONNA","\"ALRIGHT\, LOOKS LIKE THIS IS GONNA\"","ds"
"102c9e76b","BE A LONG NIGHT...","\"BE A LONG NIGHT...\"","ds"
"102c9e77e","HOW ABOUT I GO GET US SOME COFFEE?","\"HOW ABOUT I GO GET US SOME COFFEE?\"","ds"
"102c9e7a1","SOUNDS GOOD TO ME\, SIR!","\"SOUNDS GOOD TO ME\, SIR!\"","ds"
"102c9e7b9","WHEN YOU GET BACK...","\"WHEN YOU GET BACK...\"","ds"
"102c9e7ce","I'VE GOT SOME IDEAS I'D LIKE TO","\"I'VE GOT SOME IDEAS I'D LIKE TO\"","ds"
"102c9e7ee","SHARE WITH YOU!","\"SHARE WITH YOU!\"","ds"
"102c9e7fe","I'VE BEEN THINKING LONG AND HARD","\"I'VE BEEN THINKING LONG AND HARD\"","ds"
"102c9e81f","ABOUT ALL THIS\, I'M...","\"ABOUT ALL THIS\, I'M...\"","ds"
"102c9e836","I'LL BE RIGHT BACK\, OK? GOT A","\"I'LL BE RIGHT BACK\, OK? GOT A\"","ds"
"102c9e854","POT OF COFFEE IN THE OTHER ROOM.","\"POT OF COFFEE IN THE OTHER ROOM.\"","ds"
"102c9e875","WHAT'S WITH THE GUN SIR?","\"WHAT'S WITH THE GUN SIR?\"","ds"
"102c9e88e","ARE THEY AFTER US?","\"ARE THEY AFTER US?\"","ds"
"102c9e8a1","JUST A LITTLE PRECAUTION","\"JUST A LITTLE PRECAUTION\"","ds"
"102c9e8ba","OH\, GOOD. YOU'RE ALRIGHT.","\"OH\, GOOD. YOU'RE ALRIGHT.\"","ds"
"102c9e8d4","LOOK\, WE NEED TO TALK...","\"LOOK\, WE NEED TO TALK...\"","ds"
"102c9e8ed","THERE'S A SAFE PLACE NOT FAR FROM","\"THERE'S A SAFE PLACE NOT FAR FROM\"","ds"
"102c9e90f","HERE\, HOW ABOUT I TAKE YOU THERE?","\"HERE\, HOW ABOUT I TAKE YOU THERE?\"","ds"
"102c9e931","YEAH\, MAN. LEAD THE WAY!","\"YEAH\, MAN. LEAD THE WAY!\"","ds"
"102c9e94a","I'M HERE TO SERVE.","\"I'M HERE TO SERVE.\"","ds"
"102c9e95d","I THINK I CAN BE OF SOME REAL USE","\"I THINK I CAN BE OF SOME REAL USE\"","ds"
"102c9e97f","TO YOUR ORGANIZATION\, SIR!","\"TO YOUR ORGANIZATION\, SIR!\"","ds"
"102c9e99a","I HAVE TO SAY\, I'M...","\"I HAVE TO SAY\, I'M...\"","ds"
"102c9e9b0","WE HAVE TO GET OUT OF HERE NOW.","\"WE HAVE TO GET OUT OF HERE NOW.\"","ds"
"102c9e9d0","THE COPS WILL BE HERE ANY MINUTE.","\"THE COPS WILL BE HERE ANY MINUTE.\"","ds"
"102c9e9f2","OH\, YOU'RE RIGHT ABOUT THAT\, SIR!","\"OH\, YOU'RE RIGHT ABOUT THAT\, SIR!\"","ds"
"102c9ea14","LET'S GO!","\"LET'S GO!\"","ds"
"102c9ea1e","THAT'S ALL THERE WAS TO IT\, HUH?","\"THAT'S ALL THERE WAS TO IT\, HUH?\"","ds"
"102c9ea3f","DID YOU HEAR THAT?","\"DID YOU HEAR THAT?\"","ds"
"102c9ea52","HEAR WHAT?","\"HEAR WHAT?\"","ds"
"102c9ea5d","SOUNDS LIKE SOMEONE'S IN THAT","\"SOUNDS LIKE SOMEONE'S IN THAT\"","ds"
"102c9ea7b","ROOM OVER THERE...","\"ROOM OVER THERE...\"","ds"
"102c9ea8e","I ALREADY CHECKED\, THERE'S","\"I ALREADY CHECKED\, THERE'S\"","ds"
"102c9eaa9","NO ONE IN THERE...","\"NO ONE IN THERE...\"","ds"
"102c9eabc","EXCUSE ME GUYS...","\"EXCUSE ME GUYS...\"","ds"
"102c9eace","YOU HAVE A SECOND?","\"YOU HAVE A SECOND?\"","ds"
"102c9eae1","I'D LIKE TO GET A PICTURE OF","\"I'D LIKE TO GET A PICTURE OF\"","ds"
"102c9eafe","YOU IF YOU DON'T MIND","\"YOU IF YOU DON'T MIND\"","ds"
"102c9eb14","SURE THING.","\"SURE THING.\"","ds"
"102c9eb20","COULD YOU SEND ME A COPY IF I","\"COULD YOU SEND ME A COPY IF I\"","ds"
"102c9eb3e","GIVE YOU MY ADDRESS?","\"GIVE YOU MY ADDRESS?\"","ds"
"102c9eb53","NO NEED\, WE HAVE A","\"NO NEED\, WE HAVE A\"","ds"
"102c9eb66","POLAROID.","\"POLAROID.\"","ds"
"102c9eb70","WOULD YOU MIND STEPING OUT","\"WOULD YOU MIND STEPING OUT\"","ds"
"102c9eb8b","INTO THE SUN HERE FOR A BIT?","\"INTO THE SUN HERE FOR A BIT?\"","ds"
"102c9eba8","ALRIGHT\, GOOD LUCK OUT THERE GUYS.","\"ALRIGHT\, GOOD LUCK OUT THERE GUYS.\"","ds"
"102c9ebcb","THANKS FOR LETTING ME GET A SHOT.","\"THANKS FOR LETTING ME GET A SHOT.\"","ds"
"102c9ebed","NO WORRIES\, MAN.","\"NO WORRIES\, MAN.\"","ds"
"102c9ebfe","GOOD LUCK TO YOU TOO!","\"GOOD LUCK TO YOU TOO!\"","ds"
"102c9ec14","I DUNNO IF IT'S THE HEAT\,","\"I DUNNO IF IT'S THE HEAT\,\"","ds"
"102c9ec2e","BUT I FEEL A BIT DRUNK...","\"BUT I FEEL A BIT DRUNK...\"","ds"
"102c9ec48","ME TOO... I'M THINKING ABOUT","\"ME TOO... I'M THINKING ABOUT\"","ds"
"102c9ec65","HEADING BACK TO CAMP.","\"HEADING BACK TO CAMP.\"","ds"
"102c9ec7b","I'M GOOD FOR ANOTHER ROUND","\"I'M GOOD FOR ANOTHER ROUND\"","ds"
"102c9ec96","OR TWO...","\"OR TWO...\"","ds"
"102c9eca0","YOU GUYS HEAD ON BACK.","\"YOU GUYS HEAD ON BACK.\"","ds"
"102c9ecb7","I'LL CATCH UP WITH YOU LATER.","\"I'LL CATCH UP WITH YOU LATER.\"","ds"
"102c9ecd5","YOU DON'T TELL ME WHAT TO","\"YOU DON'T TELL ME WHAT TO\"","ds"
"102c9ecef","DO... OKAY?","\"DO... OKAY?\"","ds"
"102c9ecfb","I'M GONNA SHOW YOU HOW TO","\"I'M GONNA SHOW YOU HOW TO\"","ds"
"102c9ed15","DRINK\, YOU HEAR ME?","\"DRINK\, YOU HEAR ME?\"","ds"
"102c9ed29","WELL\, I GUESS WE'LL SEE YOU GUYS","\"WELL\, I GUESS WE'LL SEE YOU GUYS\"","ds"
"102c9ed4a","BACK AT CAMP THEN...","\"BACK AT CAMP THEN...\"","ds"
"102c9ed5f","JUST REMEMBER THAT WE HAVE A JOB","\"JUST REMEMBER THAT WE HAVE A JOB\"","ds"
"102c9ed80","TO DO TONIGHT\, FELLAS.","\"TO DO TONIGHT\, FELLAS.\"","ds"
"102c9ed97","WHAT A DAY","\"WHAT A DAY\"","ds"
"102c9eda2","DID SOMETHING HAPPEN?","\"DID SOMETHING HAPPEN?\"","ds"
"102c9edb8","NO. WELL...","\"NO. WELL...\"","ds"
"102c9edc4","YEAH.","\"YEAH.\"","ds"
"102c9edca","THAT GUY\, PETROV.","\"THAT GUY\, PETROV.\"","ds"
"102c9eddc","HE WOULDN'T SEE ME.","\"HE WOULDN'T SEE ME.\"","ds"
"102c9edf0","ALMOST GOT BEATEN UP","\"ALMOST GOT BEATEN UP\"","ds"
"102c9ee05","JUST TRYING TO GET IN.","\"JUST TRYING TO GET IN.\"","ds"
"102c9ee1c","HEH\, YOU ACTUALLY WENT THERE?","\"HEH\, YOU ACTUALLY WENT THERE?\"","ds"
"102c9ee3a","DIDN'T FIGURE YOU WOULD.","\"DIDN'T FIGURE YOU WOULD.\"","ds"
"102c9ee53","MAN\, SOMETIMES I WONDER WHY","\"MAN\, SOMETIMES I WONDER WHY\"","ds"
"102c9ee6f","I HANG OUT WITH YOU...","\"I HANG OUT WITH YOU...\"","ds"
"102c9ee86","WHEN DID YOU BECOME SUCH A","\"WHEN DID YOU BECOME SUCH A\"","ds"
"102c9eea1","DOUCHEBAG?","\"DOUCHEBAG?\"","ds"
"102c9eeac","WELL\, I DID TELL YOU TO WRITE ABOUT THE","\"WELL\, I DID TELL YOU TO WRITE ABOUT THE\"","ds"
"102c9eed4","'MIAMI MUTILATOR' INSTEAD\, DIDN'T I?","\"'MIAMI MUTILATOR' INSTEAD\, DIDN'T I?\"","ds"
"102c9eef9","A MUCH MORE SOPHISTICATED CASE\, REALLY.","\"A MUCH MORE SOPHISTICATED CASE\, REALLY.\"","ds"
"102c9ef21","AND YOU WOULDN'T HAVE TO TALK TO THE MOB.","\"AND YOU WOULDN'T HAVE TO TALK TO THE MOB.\"","ds"
"102c9ef4b","PEOPLE WILL HAVE FORGOTTEN ABOUT THOSE","\"PEOPLE WILL HAVE FORGOTTEN ABOUT THOSE\"","ds"
"102c9ef72","VIGILANTES BY THE TIME YOUR BOOK'S OUT.","\"VIGILANTES BY THE TIME YOUR BOOK'S OUT.\"","ds"
"102c9ef9a","BESIDES\, I BOUGHT YOU BEER\, RIGHT?","\"BESIDES\, I BOUGHT YOU BEER\, RIGHT?\"","ds"
"102c9efbd","AND YOU DIDN'T REALLY GET HURT DID YOU?","\"AND YOU DIDN'T REALLY GET HURT DID YOU?\"","ds"
"102c9efe5","LET'S CALL IT EVEN\, HUH?","\"LET'S CALL IT EVEN\, HUH?\"","ds"
"102c9effe","THANKS FOR THE BEER AND ALL\,","\"THANKS FOR THE BEER AND ALL\,\"","ds"
"102c9f01b","BUT YOU STILL OWE ME ONE.","\"BUT YOU STILL OWE ME ONE.\"","ds"
"102c9f035","ALL RIGHT\, ALL RIGHT. DON'T FORGET","\"ALL RIGHT\, ALL RIGHT. DON'T FORGET\"","ds"
"102c9f058","I'M PUTTING MY JOB ON THE LINE...","\"I'M PUTTING MY JOB ON THE LINE...\"","ds"
"102c9f07a","IF ANYONE FINDS OUT I'M GIVING YOU","\"IF ANYONE FINDS OUT I'M GIVING YOU\"","ds"
"102c9f09d","LEADS THAT'LL BE IT FOR ME.","\"LEADS THAT'LL BE IT FOR ME.\"","ds"
"102c9f0b9","YOU'LL BE FIRED FOR INCOMPETENCE","\"YOU'LL BE FIRED FOR INCOMPETENCE\"","ds"
"102c9f0da","OR MISCONDUCT BEFORE THAT HAPPENS.","\"OR MISCONDUCT BEFORE THAT HAPPENS.\"","ds"
"102c9f0fd","I'M SURPRISED THEY HAVEN'T FIRED","\"I'M SURPRISED THEY HAVEN'T FIRED\"","ds"
"102c9f11e","YOU ALREADY...","\"YOU ALREADY...\"","ds"
"102c9f12d","I'M TIRED\, LET'S GET OUT OF HERE","\"I'M TIRED\, LET'S GET OUT OF HERE\"","ds"
"102c9f14e","YEAH\, I SHOULD GET SOME SLEEP TOO.","\"YEAH\, I SHOULD GET SOME SLEEP TOO.\"","ds"
"102c9f171","YOU WANT A RIDE?","\"YOU WANT A RIDE?\"","ds"
"102c9f182","I'LL TAKE MY CHANCES ON THE BUS.","\"I'LL TAKE MY CHANCES ON THE BUS.\"","ds"
"102c9f1a3","HOLD IT RIGHT THERE\, SIR.","\"HOLD IT RIGHT THERE\, SIR.\"","ds"
"102c9f1bd","YOU NEED AN INVITATION TO GET IN.","\"YOU NEED AN INVITATION TO GET IN.\"","ds"
"102c9f1df","I'M HERE TO SEE PETROV.","\"I'M HERE TO SEE PETROV.\"","ds"
"102c9f1f7","TELL HIM DETECTIVE PARDO SENT ME.","\"TELL HIM DETECTIVE PARDO SENT ME.\"","ds"
"102c9f219","I DON'T THINK SO.","\"I DON'T THINK SO.\"","ds"
"102c9f22b","IF YOU DON'T HAVE AN INVITATION","\"IF YOU DON'T HAVE AN INVITATION\"","ds"
"102c9f24b","YOU BETTER LEAVE.","\"YOU BETTER LEAVE.\"","ds"
"102c9f25d","HELP! SOMEBODY CALL AN AMBULANCE!","\"HELP! SOMEBODY CALL AN AMBULANCE!\"","ds"
"102c9f27f","THERE'S BEEN AN ACCIDENT...","\"THERE'S BEEN AN ACCIDENT...\"","ds"
"102c9f29b","IS THERE ANYONE HERE?","\"IS THERE ANYONE HERE?\"","ds"
"102c9f2b1","WHO THE HELL ARE YOU?","\"WHO THE HELL ARE YOU?\"","ds"
"102c9f2c7","I'm","\"I'm\"","ds"
"102c9f2cb","Are you Petrov?","\"Are you Petrov?\"","ds"
"102c9f2db","I'm writing a book about the","\"I'm writing a book about the\"","ds"
"102c9f2f8","mask maniac.","\"mask maniac.\"","ds"
"102c9f305","Detective Pardo told me I could","\"Detective Pardo told me I could\"","ds"
"102c9f325","talk to you about it.","\"talk to you about it.\"","ds"
"102c9f33b","Detective Pardo told you that?","\"Detective Pardo told you that?\"","ds"
"102c9f35a","He a friend of yours?","\"He a friend of yours?\"","ds"
"102c9f370","That's right\, sir.","\"That's right\, sir.\"","ds"
"102c9f383","Not a very good friend\,","\"Not a very good friend\,\"","ds"
"102c9f39b","I take it.","\"I take it.\"","ds"
"102c9f3a6","Sending you here of all places.","\"Sending you here of all places.\"","ds"
"102c9f3c6","No. I reckon you're right about","\"No. I reckon you're right about\"","ds"
"102c9f3e6","that\, sir.","\"that\, sir.\"","ds"
"102c9f3f1","This book you're writing\, it must","\"This book you're writing\, it must\"","ds"
"102c9f413","be very important to you.","\"be very important to you.\"","ds"
"102c9f42d","Risking your life to come talk to me.","\"Risking your life to come talk to me.\"","ds"
"102c9f453","You sure got balls.","\"You sure got balls.\"","ds"
"102c9f467","Well what is it you want to know?","\"Well what is it you want to know?\"","ds"
"102c9f489","You get two questions.","\"You get two questions.\"","ds"
"102c9f4a0","Then you get the fuck out here!","\"Then you get the fuck out here!\"","ds"
"102c9f4c0","Alright","\"Alright\"","ds"
"102c9f4c8","The police claims the masked murderers","\"The police claims the masked murderers\"","ds"
"102c9f4ef","were a part of a vigilante movement.","\"were a part of a vigilante movement.\"","ds"
"102c9f514","Are you of the same opinion?","\"Are you of the same opinion?\"","ds"
"102c9f531","No","\"No\"","ds"
"102c9f534","I don't think they were vigilantes.","\"I don't think they were vigilantes.\"","ds"
"102c9f558","They were much too organized.","\"They were much too organized.\"","ds"
"102c9f576","They knew our exact locations\, and","\"They knew our exact locations\, and\"","ds"
"102c9f599","had insight into our inner workings.","\"had insight into our inner workings.\"","ds"
"102c9f5be","I don't know what they were a part of","\"I don't know what they were a part of\"","ds"
"102c9f5e4","but it was no group of vigilantes.","\"but it was no group of vigilantes.\"","ds"
"102c9f607","Why do you think they targeted the","\"Why do you think they targeted the\"","ds"
"102c9f62a","russian mafia specifically?","\"russian mafia specifically?\"","ds"
"102c9f646","What were they after?","\"What were they after?\"","ds"
"102c9f65c","I can't tell you what they were","\"I can't tell you what they were\"","ds"
"102c9f67c","after\, but...","\"after\, but...\"","ds"
"102c9f68a","They effectively destroyed our whole","\"They effectively destroyed our whole\"","ds"
"102c9f6af","organization. And then they were gone.","\"organization. And then they were gone.\"","ds"
"102c9f6d6","They knew what they were doing\, and","\"They knew what they were doing\, and\"","ds"
"102c9f6fa","they seemed to be trained very well.","\"they seemed to be trained very well.\"","ds"
"102c9f71f","We caught a couple of them alive\,","\"We caught a couple of them alive\,\"","ds"
"102c9f741","tried to break them.","\"tried to break them.\"","ds"
"102c9f756","None of them talked.","\"None of them talked.\"","ds"
"102c9f76b","Not a single one.","\"Not a single one.\"","ds"
"102c9f77d","Alright\, no more questions.","\"Alright\, no more questions.\"","ds"
"102c9f799","Get the hell out of my sight.","\"Get the hell out of my sight.\"","ds"
"102c9f7b7","What's the matter?","\"What's the matter?\"","ds"
"102c9f7ca","You look a little nervous.","\"You look a little nervous.\"","ds"
"102c9f7e5","Well\, boss","\"Well\, boss\"","ds"
"102c9f7f0","Something you need to say?","\"Something you need to say?\"","ds"
"102c9f80b","Just say it...","\"Just say it...\"","ds"
"102c9f81a","Look","\"Look\"","ds"
"102c9f81f","We've known each other for a long","\"We've known each other for a long\"","ds"
"102c9f841","time now\, boss.","\"time now\, boss.\"","ds"
"102c9f851","You've done a lot for me.","\"You've done a lot for me.\"","ds"
"102c9f86b","No need to be polite.","\"No need to be polite.\"","ds"
"102c9f881","Cut to the point.","\"Cut to the point.\"","ds"
"102c9f893","Alright.","\"Alright.\"","ds"
"102c9f89c","I want out.","\"I want out.\"","ds"
"102c9f8a8","I'm getting too old for this.","\"I'm getting too old for this.\"","ds"
